Driver,Stint,Compound,GP,Year,StintLength
TSU,3,SOFT,Belgian Grand Prix,2022,14
ALB,1,MEDIUM,Belgian Grand Prix,2022,10
ALB,2,HARD,Belgian Grand Prix,2022,16
ALB,3,MEDIUM,Belgian Grand Prix,2022,18
ZHO,1,MEDIUM,Belgian Grand Prix,2022,14
ZHO,2,MEDIUM,Belgian Grand Prix,2022,14
ZHO,3,SOFT,Belgian Grand Prix,2022,16
RIC,1,MEDIUM,Belgian Grand Prix,2022,12
RIC,2,HARD,Belgian Grand Prix,2022,20
RIC,3,MEDIUM,Belgian Grand Prix,2022,12
OCO,1,MEDIUM,Belgian Grand Prix,2022,12
OCO,2,HARD,Belgian Grand Prix,2022,20
OCO,3,MEDIUM,Belgian Grand Prix,2022,12
NOR,1,MEDIUM,Belgian Grand Prix,2022,13
NOR,2,HARD,Belgian Grand Prix,2022,16
NOR,3,MEDIUM,Belgian Grand Prix,2022,15
HAM,1,MEDIUM,Belgian Grand Prix,2022,1
MSC,1,MEDIUM,Belgian Grand Prix,2022,14
MSC,2,HARD,Belgian Grand Prix,2022,16
MSC,3,MEDIUM,Belgian Grand Prix,2022,13
VET,1,MEDIUM,Belgian Grand Prix,2022,14
VET,2,HARD,Belgian Grand Prix,2022,19
VET,3,MEDIUM,Belgian Grand Prix,2022,11
SAI,1,SOFT,Belgian Grand Prix,2022,11
SAI,2,MEDIUM,Belgian Grand Prix,2022,14
SAI,3,HARD,Belgian Grand Prix,2022,19
LAT,1,MEDIUM,Belgian Grand Prix,2022,3
LAT,2,MEDIUM,Belgian Grand Prix,2022,12
LAT,3,HARD,Belgian Grand Prix,2022,19
LAT,4,SOFT,Belgian Grand Prix,2022,9
RUS,1,MEDIUM,Belgian Grand Prix,2022,13
RUS,2,MEDIUM,Belgian Grand Prix,2022,16
RUS,3,HARD,Belgian Grand Prix,2022,15
BOT,1,SOFT,Belgian Grand Prix,2022,2
VER,1,SOFT,Dutch Grand Prix,2022,18
VER,2,MEDIUM,Dutch Grand Prix,2022,30
VER,3,HARD,Dutch Grand Prix,2022,8
VER,4,SOFT,Dutch Grand Prix,2022,1
VER,5,SOFT,Dutch Grand Prix,2022,15
GAS,1,SOFT,Dutch Grand Prix,2022,11
GAS,2,MEDIUM,Dutch Grand Prix,2022,21
GAS,3,HARD,Dutch Grand Prix,2022,24
GAS,4,SOFT,Dutch Grand Prix,2022,1
GAS,5,SOFT,Dutch Grand Prix,2022,15
PER,1,SOFT,Dutch Grand Prix,2022,14
PER,2,MEDIUM,Dutch Grand Prix,2022,26
PER,3,HARD,Dutch Grand Prix,2022,16
PER,4,MEDIUM,Dutch Grand Prix,2022,1
PER,5,MEDIUM,Dutch Grand Prix,2022,15
ALO,1,SOFT,Dutch Grand Prix,2022,12
ALO,2,HARD,Dutch Grand Prix,2022,35
ALO,3,SOFT,Dutch Grand Prix,2022,10
ALO,4,SOFT,Dutch Grand Prix,2022,15
LEC,1,SOFT,Dutch Grand Prix,2022,17
LEC,2,MEDIUM,Dutch Grand Prix,2022,28
LEC,3,HARD,Dutch Grand Prix,2022,11
LEC,4,SOFT,Dutch Grand Prix,2022,1
LEC,5,SOFT,Dutch Grand Prix,2022,15
STR,1,SOFT,Dutch Grand Prix,2022,16
STR,2,MEDIUM,Dutch Grand Prix,2022,22
STR,3,HARD,Dutch Grand Prix,2022,18
STR,4,SOFT,Dutch Grand Prix,2022,1
STR,5,SOFT,Dutch Grand Prix,2022,15
MAG,1,MEDIUM,Dutch Grand Prix,2022,14
MAG,2,MEDIUM,Dutch Grand Prix,2022,20
MAG,3,HARD,Dutch Grand Prix,2022,13
MAG,4,SOFT,Dutch Grand Prix,2022,9
MAG,5,SOFT,Dutch Grand Prix,2022,16
TSU,1,SOFT,Dutch Grand Prix,2022,13
TSU,2,MEDIUM,Dutch Grand Prix,2022,29
TSU,3,HARD,Dutch Grand Prix,2022,1
ALB,1,MEDIUM,Dutch Grand Prix,2022,21
ALB,2,MEDIUM,Dutch Grand Prix,2022,21
ALB,3,HARD,Dutch Grand Prix,2022,13
ALB,4,SOFT,Dutch Grand Prix,2022,1
ALB,5,SOFT,Dutch Grand Prix,2022,16
ZHO,1,SOFT,Dutch Grand Prix,2022,12
ZHO,2,SOFT,Dutch Grand Prix,2022,25
ZHO,3,MEDIUM,Dutch Grand Prix,2022,18
ZHO,4,SOFT,Dutch Grand Prix,2022,1
ZHO,5,SOFT,Dutch Grand Prix,2022,16
RIC,1,SOFT,Dutch Grand Prix,2022,11
RIC,2,MEDIUM,Dutch Grand Prix,2022,16
RIC,3,HARD,Dutch Grand Prix,2022,20
RIC,4,SOFT,Dutch Grand Prix,2022,8
RIC,5,SOFT,Dutch Grand Prix,2022,1
RIC,6,SOFT,Dutch Grand Prix,2022,16
OCO,1,SOFT,Dutch Grand Prix,2022,18
OCO,2,HARD,Dutch Grand Prix,2022,38
OCO,3,SOFT,Dutch Grand Prix,2022,1
OCO,4,SOFT,Dutch Grand Prix,2022,15
NOR,1,MEDIUM,Dutch Grand Prix,2022,17
NOR,2,HARD,Dutch Grand Prix,2022,30
NOR,3,SOFT,Dutch Grand Prix,2022,10
NOR,4,SOFT,Dutch Grand Prix,2022,15
HAM,1,MEDIUM,Dutch Grand Prix,2022,29
HAM,2,HARD,Dutch Grand Prix,2022,19
HAM,3,MEDIUM,Dutch Grand Prix,2022,9
HAM,4,MEDIUM,Dutch Grand Prix,2022,15
MSC,1,MEDIUM,Dutch Grand Prix,2022,13
MSC,2,MEDIUM,Dutch Grand Prix,2022,20
MSC,3,HARD,Dutch Grand Prix,2022,14
MSC,4,SOFT,Dutch Grand Prix,2022,9
MSC,5,SOFT,Dutch Grand Prix,2022,16
VET,1,SOFT,Dutch Grand Prix,2022,9
VET,2,MEDIUM,Dutch Grand Prix,2022,26
VET,3,HARD,Dutch Grand Prix,2022,13
VET,4,SOFT,Dutch Grand Prix,2022,8
VET,5,SOFT,Dutch Grand Prix,2022,16
SAI,1,SOFT,Dutch Grand Prix,2022,14
SAI,2,MEDIUM,Dutch Grand Prix,2022,29
SAI,3,HARD,Dutch Grand Prix,2022,14
SAI,4,SOFT,Dutch Grand Prix,2022,15
LAT,1,SOFT,Dutch Grand Prix,2022,13
LAT,2,MEDIUM,Dutch Grand Prix,2022,13
LAT,3,HARD,Dutch Grand Prix,2022,28
LAT,4,SOFT,Dutch Grand Prix,2022,1
LAT,5,SOFT,Dutch Grand Prix,2022,16
RUS,1,MEDIUM,Dutch Grand Prix,2022,31
RUS,2,HARD,Dutch Grand Prix,2022,17
RUS,3,MEDIUM,Dutch Grand Prix,2022,9
RUS,4,SOFT,Dutch Grand Prix,2022,15
BOT,1,SOFT,Dutch Grand Prix,2022,16
BOT,2,SOFT,Dutch Grand Prix,2022,18
BOT,3,MEDIUM,Dutch Grand Prix,2022,20
VER,1,SOFT,Italian Grand Prix,2022,25
VER,2,MEDIUM,Italian Grand Prix,2022,23
VER,3,SOFT,Italian Grand Prix,2022,5
GAS,1,MEDIUM,Italian Grand Prix,2022,18
GAS,2,HARD,Italian Grand Prix,2022,35
PER,1,MEDIUM,Italian Grand Prix,2022,7
PER,2,HARD,Italian Grand Prix,2022,35
PER,3,SOFT,Italian Grand Prix,2022,11
ALO,1,MEDIUM,Italian Grand Prix,2022,31
LEC,1,SOFT,Italian Grand Prix,2022,12
LEC,2,MEDIUM,Italian Grand Prix,2022,21
LEC,3,SOFT,Italian Grand Prix,2022,15
LEC,4,SOFT,Italian Grand Prix,2022,5
STR,1,MEDIUM,Italian Grand Prix,2022,18
STR,2,HARD,Italian Grand Prix,2022,21
MAG,1,MEDIUM,Italian Grand Prix,2022,24
MAG,2,HARD,Italian Grand Prix,2022,22
MAG,3,SOFT,Italian Grand Prix,2022,6
TSU,1,MEDIUM,Italian Grand Prix,2022,19
TSU,2,HARD,Italian Grand Prix,2022,28
TSU,3,SOFT,Italian Grand Prix,2022,5
ZHO,1,MEDIUM,Italian Grand Prix,2022,18
ZHO,2,HARD,Italian Grand Prix,2022,35
RIC,1,MEDIUM,Italian Grand Prix,2022,19
RIC,2,HARD,Italian Grand Prix,2022,27
OCO,1,SOFT,Italian Grand Prix,2022,19
OCO,2,HARD,Italian Grand Prix,2022,34
NOR,1,MEDIUM,Italian Grand Prix,2022,35
NOR,2,SOFT,Italian Grand Prix,2022,12
NOR,3,SOFT,Italian Grand Prix,2022,6
HAM,1,MEDIUM,Italian Grand Prix,2022,33
HAM,2,SOFT,Italian Grand Prix,2022,20
DEV,1,SOFT,Italian Grand Prix,2022,19
DEV,2,MEDIUM,Italian Grand Prix,2022,34
MSC,1,MEDIUM,Italian Grand Prix,2022,33
MSC,2,SOFT,Italian Grand Prix,2022,20
VET,1,MEDIUM,Italian Grand Prix,2022,11
SAI,1,MEDIUM,Italian Grand Prix,2022,30
SAI,2,SOFT,Italian Grand Prix,2022,17
SAI,3,SOFT,Italian Grand Prix,2022,6
LAT,1,MEDIUM,Italian Grand Prix,2022,15
LAT,2,HARD,Italian Grand Prix,2022,32
LAT,3,SOFT,Italian Grand Prix,2022,5
RUS,1,SOFT,Italian Grand Prix,2022,23
RUS,2,HARD,Italian Grand Prix,2022,24
RUS,3,SOFT,Italian Grand Prix,2022,6
BOT,1,MEDIUM,Italian Grand Prix,2022,35
BOT,2,SOFT,Italian Grand Prix,2022,17
VER,1,MEDIUM,United States Grand Prix,2022,13
VER,2,HARD,United States Grand Prix,2022,22
VER,3,MEDIUM,United States Grand Prix,2022,21
GAS,1,MEDIUM,United States Grand Prix,2022,11
GAS,2,HARD,United States Grand Prix,2022,21
GAS,3,HARD,United States Grand Prix,2022,24
PER,1,MEDIUM,United States Grand Prix,2022,14
PER,2,HARD,United States Grand Prix,2022,24
PER,3,MEDIUM,United States Grand Prix,2022,18
ALO,1,HARD,United States Grand Prix,2022,18
ALO,2,MEDIUM,United States Grand Prix,2022,4
ALO,3,HARD,United States Grand Prix,2022,34
LEC,1,MEDIUM,United States Grand Prix,2022,18
LEC,2,HARD,United States Grand Prix,2022,17
LEC,3,MEDIUM,United States Grand Prix,2022,21
STR,1,MEDIUM,United States Grand Prix,2022,15
STR,2,MEDIUM,United States Grand Prix,2022,7
MAG,1,HARD,United States Grand Prix,2022,18
MAG,2,MEDIUM,United States Grand Prix,2022,38
TSU,1,MEDIUM,United States Grand Prix,2022,10
TSU,2,MEDIUM,United States Grand Prix,2022,23
TSU,3,HARD,United States Grand Prix,2022,23
ALB,1,MEDIUM,United States Grand Prix,2022,9
ALB,2,MEDIUM,United States Grand Prix,2022,9
ALB,3,HARD,United States Grand Prix,2022,38
ZHO,1,MEDIUM,United States Grand Prix,2022,9
ZHO,2,HARD,United States Grand Prix,2022,14
ZHO,3,HARD,United States Grand Prix,2022,33
RIC,1,MEDIUM,United States Grand Prix,2022,10
RIC,2,HARD,United States Grand Prix,2022,25
RIC,3,HARD,United States Grand Prix,2022,21
OCO,1,HARD,United States Grand Prix,2022,18
OCO,2,HARD,United States Grand Prix,2022,27
OCO,3,MEDIUM,United States Grand Prix,2022,11
NOR,1,MEDIUM,United States Grand Prix,2022,14
NOR,2,HARD,United States Grand Prix,2022,20
NOR,3,HARD,United States Grand Prix,2022,22
HAM,1,MEDIUM,United States Grand Prix,2022,12
HAM,2,HARD,United States Grand Prix,2022,22
HAM,3,HARD,United States Grand Prix,2022,22
MSC,1,HARD,United States Grand Prix,2022,18
MSC,2,MEDIUM,United States Grand Prix,2022,15
MSC,3,HARD,United States Grand Prix,2022,23
VET,1,MEDIUM,United States Grand Prix,2022,18
VET,2,MEDIUM,United States Grand Prix,2022,23
VET,3,HARD,United States Grand Prix,2022,15
SAI,1,MEDIUM,United States Grand Prix,2022,1
LAT,1,MEDIUM,United States Grand Prix,2022,5
LAT,2,MEDIUM,United States Grand Prix,2022,13
LAT,3,HARD,United States Grand Prix,2022,38
RUS,1,MEDIUM,United States Grand Prix,2022,13
RUS,2,HARD,United States Grand Prix,2022,23
RUS,3,HARD,United States Grand Prix,2022,18
RUS,4,SOFT,United States Grand Prix,2022,2
BOT,1,MEDIUM,United States Grand Prix,2022,10
BOT,2,HARD,United States Grand Prix,2022,7
VER,1,SOFT,Mexico City Grand Prix,2022,25
VER,2,MEDIUM,Mexico City Grand Prix,2022,46
GAS,1,MEDIUM,Mexico City Grand Prix,2022,40
GAS,2,SOFT,Mexico City Grand Prix,2022,30
PER,1,SOFT,Mexico City Grand Prix,2022,23
PER,2,MEDIUM,Mexico City Grand Prix,2022,48
ALO,1,MEDIUM,Mexico City Grand Prix,2022,40
ALO,2,HARD,Mexico City Grand Prix,2022,24
LEC,1,SOFT,Mexico City Grand Prix,2022,28
LEC,2,MEDIUM,Mexico City Grand Prix,2022,43
STR,1,MEDIUM,Mexico City Grand Prix,2022,17
STR,2,SOFT,Mexico City Grand Prix,2022,23
STR,3,SOFT,Mexico City Grand Prix,2022,30
MAG,1,MEDIUM,Mexico City Grand Prix,2022,38
MAG,2,SOFT,Mexico City Grand Prix,2022,32
TSU,1,SOFT,Mexico City Grand Prix,2022,29
TSU,2,MEDIUM,Mexico City Grand Prix,2022,21
ALB,1,MEDIUM,Mexico City Grand Prix,2022,38
ALB,2,SOFT,Mexico City Grand Prix,2022,32
ZHO,1,MEDIUM,Mexico City Grand Prix,2022,45
ZHO,2,SOFT,Mexico City Grand Prix,2022,25
RIC,1,MEDIUM,Mexico City Grand Prix,2022,44
RIC,2,SOFT,Mexico City Grand Prix,2022,26
OCO,1,MEDIUM,Mexico City Grand Prix,2022,33
OCO,2,HARD,Mexico City Grand Prix,2022,37
NOR,1,MEDIUM,Mexico City Grand Prix,2022,31
NOR,2,HARD,Mexico City Grand Prix,2022,39
HAM,1,MEDIUM,Mexico City Grand Prix,2022,29
HAM,2,HARD,Mexico City Grand Prix,2022,42
MSC,1,SOFT,Mexico City Grand Prix,2022,24
MSC,2,MEDIUM,Mexico City Grand Prix,2022,46
VET,1,SOFT,Mexico City Grand Prix,2022,38
VET,2,MEDIUM,Mexico City Grand Prix,2022,32
SAI,1,SOFT,Mexico City Grand Prix,2022,29
SAI,2,MEDIUM,Mexico City Grand Prix,2022,42
LAT,1,SOFT,Mexico City Grand Prix,2022,23
LAT,2,HARD,Mexico City Grand Prix,2022,29
LAT,3,SOFT,Mexico City Grand Prix,2022,17
RUS,1,MEDIUM,Mexico City Grand Prix,2022,34
RUS,2,HARD,Mexico City Grand Prix,2022,35
RUS,3,SOFT,Mexico City Grand Prix,2022,2
BOT,1,MEDIUM,Mexico City Grand Prix,2022,39
BOT,2,HARD,Mexico City Grand Prix,2022,31
VER,1,SOFT,São Paulo Grand Prix,2022,7
VER,2,MEDIUM,São Paulo Grand Prix,2022,16
VER,3,SOFT,São Paulo Grand Prix,2022,25
VER,4,SOFT,São Paulo Grand Prix,2022,23
GAS,1,SOFT,São Paulo Grand Prix,2022,19
GAS,2,MEDIUM,São Paulo Grand Prix,2022,16
GAS,3,SOFT,São Paulo Grand Prix,2022,17
GAS,4,MEDIUM,São Paulo Grand Prix,2022,19
PER,1,SOFT,São Paulo Grand Prix,2022,23
PER,2,MEDIUM,São Paulo Grand Prix,2022,24
PER,3,MEDIUM,São Paulo Grand Prix,2022,24
ALO,1,MEDIUM,São Paulo Grand Prix,2022,14
ALO,2,MEDIUM,São Paulo Grand Prix,2022,21
ALO,3,MEDIUM,São Paulo Grand Prix,2022,17
ALO,4,SOFT,São Paulo Grand Prix,2022,19
LEC,1,MEDIUM,São Paulo Grand Prix,2022,7
LEC,2,MEDIUM,São Paulo Grand Prix,2022,14
LEC,3,SOFT,São Paulo Grand Prix,2022,23
LEC,4,SOFT,São Paulo Grand Prix,2022,27
STR,1,MEDIUM,São Paulo Grand Prix,2022,29
STR,2,MEDIUM,São Paulo Grand Prix,2022,19
STR,3,SOFT,São Paulo Grand Prix,2022,23
MAG,1,MEDIUM,São Paulo Grand Prix,2022,1
TSU,1,MEDIUM,São Paulo Grand Prix,2022,20
TSU,2,SOFT,São Paulo Grand Prix,2022,20
TSU,3,SOFT,São Paulo Grand Prix,2022,14
TSU,4,MEDIUM,São Paulo Grand Prix,2022,16
ALB,1,HARD,São Paulo Grand Prix,2022,4
ALB,2,MEDIUM,São Paulo Grand Prix,2022,21
ALB,3,MEDIUM,São Paulo Grand Prix,2022,22
ALB,4,MEDIUM,São Paulo Grand Prix,2022,24
ZHO,1,SOFT,São Paulo Grand Prix,2022,16
ZHO,2,MEDIUM,São Paulo Grand Prix,2022,21
ZHO,3,SOFT,São Paulo Grand Prix,2022,34
RIC,1,SOFT,São Paulo Grand Prix,2022,1
OCO,1,SOFT,São Paulo Grand Prix,2022,24
OCO,2,MEDIUM,São Paulo Grand Prix,2022,23
OCO,3,SOFT,São Paulo Grand Prix,2022,24
NOR,1,SOFT,São Paulo Grand Prix,2022,24
NOR,2,MEDIUM,São Paulo Grand Prix,2022,21
NOR,3,SOFT,São Paulo Grand Prix,2022,6
HAM,1,SOFT,São Paulo Grand Prix,2022,29
HAM,2,MEDIUM,São Paulo Grand Prix,2022,19
HAM,3,SOFT,São Paulo Grand Prix,2022,23
MSC,1,MEDIUM,São Paulo Grand Prix,2022,24
MSC,2,SOFT,São Paulo Grand Prix,2022,22
MSC,3,SOFT,São Paulo Grand Prix,2022,25
VET,1,SOFT,São Paulo Grand Prix,2022,26
VET,2,MEDIUM,São Paulo Grand Prix,2022,19
VET,3,MEDIUM,São Paulo Grand Prix,2022,26
SAI,1,MEDIUM,São Paulo Grand Prix,2022,17
SAI,2,SOFT,São Paulo Grand Prix,2022,19
SAI,3,MEDIUM,São Paulo Grand Prix,2022,17
SAI,4,SOFT,São Paulo Grand Prix,2022,18
LAT,1,MEDIUM,São Paulo Grand Prix,2022,20
LAT,2,HARD,São Paulo Grand Prix,2022,12
LAT,3,MEDIUM,São Paulo Grand Prix,2022,20
LAT,4,SOFT,São Paulo Grand Prix,2022,19
RUS,1,SOFT,São Paulo Grand Prix,2022,24
RUS,2,MEDIUM,São Paulo Grand Prix,2022,25
RUS,3,SOFT,São Paulo Grand Prix,2022,22
BOT,1,SOFT,São Paulo Grand Prix,2022,24
BOT,2,MEDIUM,São Paulo Grand Prix,2022,21
BOT,3,SOFT,São Paulo Grand Prix,2022,26
VER,1,MEDIUM,Abu Dhabi Grand Prix,2022,20
VER,2,HARD,Abu Dhabi Grand Prix,2022,38
LEC,1,MEDIUM,Abu Dhabi Grand Prix,2022,21
LEC,2,HARD,Abu Dhabi Grand Prix,2022,37
PER,1,MEDIUM,Abu Dhabi Grand Prix,2022,15
PER,2,HARD,Abu Dhabi Grand Prix,2022,18
PER,3,HARD,Abu Dhabi Grand Prix,2022,25
SAI,1,MEDIUM,Abu Dhabi Grand Prix,2022,17
SAI,2,HARD,Abu Dhabi Grand Prix,2022,22
SAI,3,HARD,Abu Dhabi Grand Prix,2022,19
RUS,1,MEDIUM,Abu Dhabi Grand Prix,2022,15
RUS,2,HARD,Abu Dhabi Grand Prix,2022,24
RUS,3,MEDIUM,Abu Dhabi Grand Prix,2022,19
NOR,1,MEDIUM,Abu Dhabi Grand Prix,2022,15
NOR,2,HARD,Abu Dhabi Grand Prix,2022,27
NOR,3,MEDIUM,Abu Dhabi Grand Prix,2022,16
OCO,1,MEDIUM,Abu Dhabi Grand Prix,2022,14
OCO,2,HARD,Abu Dhabi Grand Prix,2022,27
OCO,3,HARD,Abu Dhabi Grand Prix,2022,17
STR,1,MEDIUM,Abu Dhabi Grand Prix,2022,13
STR,2,HARD,Abu Dhabi Grand Prix,2022,27
STR,3,MEDIUM,Abu Dhabi Grand Prix,2022,18
RIC,1,MEDIUM,Abu Dhabi Grand Prix,2022,19
RIC,2,HARD,Abu Dhabi Grand Prix,2022,39
VET,1,MEDIUM,Abu Dhabi Grand Prix,2022,25
VET,2,HARD,Abu Dhabi Grand Prix,2022,33
TSU,1,MEDIUM,Abu Dhabi Grand Prix,2022,14
TSU,2,HARD,Abu Dhabi Grand Prix,2022,24
TSU,3,SOFT,Abu Dhabi Grand Prix,2022,20
ZHO,1,MEDIUM,Abu Dhabi Grand Prix,2022,15
ZHO,2,HARD,Abu Dhabi Grand Prix,2022,29
ZHO,3,SOFT,Abu Dhabi Grand Prix,2022,13
ALB,1,MEDIUM,Abu Dhabi Grand Prix,2022,12
ALB,2,HARD,Abu Dhabi Grand Prix,2022,23
ALB,3,MEDIUM,Abu Dhabi Grand Prix,2022,22
GAS,1,SOFT,Abu Dhabi Grand Prix,2022,14
GAS,2,HARD,Abu Dhabi Grand Prix,2022,43
BOT,1,HARD,Abu Dhabi Grand Prix,2022,30
BOT,2,MEDIUM,Abu Dhabi Grand Prix,2022,27
MSC,1,MEDIUM,Abu Dhabi Grand Prix,2022,14
MSC,2,HARD,Abu Dhabi Grand Prix,2022,20
MSC,3,MEDIUM,Abu Dhabi Grand Prix,2022,23
MAG,1,HARD,Abu Dhabi Grand Prix,2022,28
MAG,2,MEDIUM,Abu Dhabi Grand Prix,2022,29
HAM,1,MEDIUM,Abu Dhabi Grand Prix,2022,18
HAM,2,HARD,Abu Dhabi Grand Prix,2022,37
LAT,1,MEDIUM,Abu Dhabi Grand Prix,2022,15
LAT,2,HARD,Abu Dhabi Grand Prix,2022,23
LAT,3,MEDIUM,Abu Dhabi Grand Prix,2022,17
ALO,1,MEDIUM,Abu Dhabi Grand Prix,2022,19
ALO,2,HARD,Abu Dhabi Grand Prix,2022,8
VER,1,SOFT,Bahrain Grand Prix,2023,14
VER,2,SOFT,Bahrain Grand Prix,2023,22
VER,3,HARD,Bahrain Grand Prix,2023,21
GAS,1,SOFT,Bahrain Grand Prix,2023,9
GAS,2,HARD,Bahrain Grand Prix,2023,16
GAS,3,HARD,Bahrain Grand Prix,2023,15
GAS,4,SOFT,Bahrain Grand Prix,2023,17
PER,1,SOFT,Bahrain Grand Prix,2023,17
PER,2,SOFT,Bahrain Grand Prix,2023,17
PER,3,HARD,Bahrain Grand Prix,2023,23
ALO,1,SOFT,Bahrain Grand Prix,2023,14
ALO,2,HARD,Bahrain Grand Prix,2023,20
ALO,3,HARD,Bahrain Grand Prix,2023,23
LEC,1,SOFT,Bahrain Grand Prix,2023,13
LEC,2,HARD,Bahrain Grand Prix,2023,20
LEC,3,HARD,Bahrain Grand Prix,2023,7
STR,1,SOFT,Bahrain Grand Prix,2023,15
STR,2,HARD,Bahrain Grand Prix,2023,15
STR,3,HARD,Bahrain Grand Prix,2023,27
SAR,1,SOFT,Bahrain Grand Prix,2023,12
SAR,2,SOFT,Bahrain Grand Prix,2023,18
SAR,3,HARD,Bahrain Grand Prix,2023,10
SAR,4,SOFT,Bahrain Grand Prix,2023,16
MAG,1,HARD,Bahrain Grand Prix,2023,15
MAG,2,HARD,Bahrain Grand Prix,2023,14
MAG,3,SOFT,Bahrain Grand Prix,2023,11
MAG,4,SOFT,Bahrain Grand Prix,2023,16
DEV,1,SOFT,Bahrain Grand Prix,2023,11
DEV,2,HARD,Bahrain Grand Prix,2023,16
DEV,3,HARD,Bahrain Grand Prix,2023,29
TSU,1,SOFT,Bahrain Grand Prix,2023,10
TSU,2,HARD,Bahrain Grand Prix,2023,16
TSU,3,HARD,Bahrain Grand Prix,2023,14
TSU,4,SOFT,Bahrain Grand Prix,2023,17
ALB,1,SOFT,Bahrain Grand Prix,2023,11
ALB,2,SOFT,Bahrain Grand Prix,2023,15
ALB,3,HARD,Bahrain Grand Prix,2023,14
ALB,4,SOFT,Bahrain Grand Prix,2023,17
ZHO,1,SOFT,Bahrain Grand Prix,2023,12
ZHO,2,HARD,Bahrain Grand Prix,2023,20
ZHO,3,SOFT,Bahrain Grand Prix,2023,22
ZHO,4,SOFT,Bahrain Grand Prix,2023,2
HUL,1,SOFT,Bahrain Grand Prix,2023,11
HUL,2,HARD,Bahrain Grand Prix,2023,15
HUL,3,HARD,Bahrain Grand Prix,2023,14
HUL,4,SOFT,Bahrain Grand Prix,2023,16
OCO,1,SOFT,Bahrain Grand Prix,2023,12
OCO,2,HARD,Bahrain Grand Prix,2023,3
OCO,3,HARD,Bahrain Grand Prix,2023,17
OCO,4,HARD,Bahrain Grand Prix,2023,9
NOR,1,SOFT,Bahrain Grand Prix,2023,10
NOR,2,HARD,Bahrain Grand Prix,2023,7
NOR,3,SOFT,Bahrain Grand Prix,2023,10
NOR,4,MEDIUM,Bahrain Grand Prix,2023,10
NOR,5,HARD,Bahrain Grand Prix,2023,10
NOR,6,SOFT,Bahrain Grand Prix,2023,7
NOR,7,SOFT,Bahrain Grand Prix,2023,1
HAM,1,SOFT,Bahrain Grand Prix,2023,12
HAM,2,HARD,Bahrain Grand Prix,2023,18
HAM,3,HARD,Bahrain Grand Prix,2023,27
SAI,1,SOFT,Bahrain Grand Prix,2023,13
SAI,2,HARD,Bahrain Grand Prix,2023,18
SAI,3,HARD,Bahrain Grand Prix,2023,26
RUS,1,SOFT,Bahrain Grand Prix,2023,13
RUS,2,HARD,Bahrain Grand Prix,2023,18
RUS,3,HARD,Bahrain Grand Prix,2023,26
BOT,1,SOFT,Bahrain Grand Prix,2023,11
BOT,2,HARD,Bahrain Grand Prix,2023,18
BOT,3,HARD,Bahrain Grand Prix,2023,28
PIA,1,SOFT,Bahrain Grand Prix,2023,13
VER,1,MEDIUM,Saudi Arabian Grand Prix,2023,18
VER,2,HARD,Saudi Arabian Grand Prix,2023,32
GAS,1,MEDIUM,Saudi Arabian Grand Prix,2023,14
GAS,2,HARD,Saudi Arabian Grand Prix,2023,36
PER,1,MEDIUM,Saudi Arabian Grand Prix,2023,18
PER,2,HARD,Saudi Arabian Grand Prix,2023,32
ALO,1,MEDIUM,Saudi Arabian Grand Prix,2023,18
ALO,2,HARD,Saudi Arabian Grand Prix,2023,32
LEC,1,SOFT,Saudi Arabian Grand Prix,2023,16
LEC,2,HARD,Saudi Arabian Grand Prix,2023,34
STR,1,MEDIUM,Saudi Arabian Grand Prix,2023,13
STR,2,HARD,Saudi Arabian Grand Prix,2023,4
SAR,1,HARD,Saudi Arabian Grand Prix,2023,18
SAR,2,MEDIUM,Saudi Arabian Grand Prix,2023,32
MAG,1,MEDIUM,Saudi Arabian Grand Prix,2023,8
MAG,2,HARD,Saudi Arabian Grand Prix,2023,42
DEV,1,MEDIUM,Saudi Arabian Grand Prix,2023,17
DEV,2,HARD,Saudi Arabian Grand Prix,2023,33
TSU,1,MEDIUM,Saudi Arabian Grand Prix,2023,17
TSU,2,HARD,Saudi Arabian Grand Prix,2023,33
ALB,1,MEDIUM,Saudi Arabian Grand Prix,2023,17
ALB,2,HARD,Saudi Arabian Grand Prix,2023,10
ZHO,1,MEDIUM,Saudi Arabian Grand Prix,2023,11
ZHO,2,HARD,Saudi Arabian Grand Prix,2023,7
ZHO,3,MEDIUM,Saudi Arabian Grand Prix,2023,32
HUL,1,MEDIUM,Saudi Arabian Grand Prix,2023,11
HUL,2,HARD,Saudi Arabian Grand Prix,2023,39
OCO,1,MEDIUM,Saudi Arabian Grand Prix,2023,16
OCO,2,HARD,Saudi Arabian Grand Prix,2023,34
NOR,1,SOFT,Saudi Arabian Grand Prix,2023,2
NOR,2,HARD,Saudi Arabian Grand Prix,2023,17
NOR,3,MEDIUM,Saudi Arabian Grand Prix,2023,31
HAM,1,HARD,Saudi Arabian Grand Prix,2023,18
HAM,2,MEDIUM,Saudi Arabian Grand Prix,2023,32
SAI,1,MEDIUM,Saudi Arabian Grand Prix,2023,15
SAI,2,HARD,Saudi Arabian Grand Prix,2023,35
RUS,1,MEDIUM,Saudi Arabian Grand Prix,2023,18
RUS,2,HARD,Saudi Arabian Grand Prix,2023,32
BOT,1,MEDIUM,Saudi Arabian Grand Prix,2023,9
BOT,2,HARD,Saudi Arabian Grand Prix,2023,8
